,age,workclass,fnlgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
252,50,Private,204518,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
253,36,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,0,0,0,40,United-States,0
254,45,Private,98092,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,60,United-States,0
255,17,Private,245918,11th,7,Never-married,Other-service,Own-child,White,1,0,0,12,United-States,0
256,59,Private,146013,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,4064,0,40,United-States,0
257,26,Private,378322,11th,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
258,37,Self-emp-inc,257295,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,75,Thailand,1
259,19,?,218956,Some-college,10,Never-married,?,Own-child,White,1,0,0,24,Canada,0
260,64,Private,21174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
261,33,Private,185480,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,45,United-States,0
262,33,Private,222205,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,0,0,0,40,United-States,1
263,61,Private,69867,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
264,17,Private,191260,9th,5,Never-married,Other-service,Own-child,White,1,1055,0,24,United-States,0
265,50,Self-emp-not-inc,30653,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,1,2407,0,98,United-States,0
266,27,Local-gov,209109,Masters,14,Never-married,Prof-specialty,Own-child,White,1,0,0,35,United-States,0
267,30,Private,70377,HS-grad,9,Divorced,Prof-specialty,Own-child,White,0,0,0,40,United-States,0
268,43,Private,477983,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0,0,40,United-States,0
269,44,Private,170924,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,7298,0,40,United-States,1
270,35,Private,190174,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
271,25,Private,193787,Some-college,10,Never-married,Tech-support,Own-child,White,0,0,0,40,United-States,0
272,24,Private,279472,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,0,7298,0,48,United-States,1
273,22,Private,34918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,15,Germany,0
274,42,Local-gov,97688,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,5178,0,40,United-States,1
275,34,Private,175413,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,0,0,0,45,United-States,0
276,60,Private,173960,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,0,0,0,42,United-States,0
277,21,Private,205759,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States,0
278,57,Federal-gov,425161,Masters,14,Married-civ-spouse,Sales,Husband,White,1,15024,0,40,United-States,1
279,41,Private,220531,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,60,United-States,1
280,50,Private,176609,Some-college,10,Divorced,Other-service,Not-in-family,White,1,0,0,45,United-States,0
281,25,Private,371987,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
282,50,Private,193884,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,Ecuador,0
283,36,Private,200352,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States,0
284,31,Private,127595,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
285,29,Local-gov,220419,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,1,0,0,56,United-States,0
286,21,Private,231931,Some-college,10,Never-married,Sales,Own-child,White,1,0,0,45,United-States,0
287,27,Private,248402,Bachelors,13,Never-married,Tech-support,Unmarried,Black,0,0,0,40,United-States,0
288,65,Private,111095,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,16,United-States,0
289,37,Self-emp-inc,57424,Bachelors,13,Divorced,Sales,Not-in-family,White,0,0,0,60,United-States,0
290,24,Private,278130,HS-grad,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States,0
291,38,Private,169469,HS-grad,9,Divorced,Sales,Not-in-family,White,1,0,0,80,United-States,0
292,48,Private,146268,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,1,7688,0,40,United-States,1
293,21,Private,153718,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,0,0,0,25,United-States,0
294,31,Private,217460,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,45,United-States,1
295,55,Private,238638,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,4386,0,40,United-States,1
296,24,Private,303296,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,0,0,0,40,Laos,0
297,43,Private,173321,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
298,26,Private,193945,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,1,0,0,45,United-States,0
299,46,Private,83082,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,0,0,0,33,United-States,0
300,35,Private,193815,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,1
301,41,Self-emp-inc,34987,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,54,United-States,1
302,26,Private,59306,Bachelors,13,Never-married,Sales,Not-in-family,White,1,0,0,40,United-States,0
303,34,Private,142897,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,7298,0,35,Taiwan,1
304,19,?,860348,Some-college,10,Never-married,?,Own-child,Black,0,0,0,25,United-States,0
305,36,Self-emp-not-inc,205607,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,0,0,0,40,United-States,1
306,22,Private,199698,Some-college,10,Never-married,Sales,Own-child,White,1,0,0,15,United-States,0
307,24,Private,191954,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
308,77,Self-emp-not-inc,138714,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
309,22,Private,399087,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,0,0,0,40,Mexico,0
310,29,Private,423158,Some-college,10,Never-married,Tech-support,Not-in-family,White,0,0,0,40,United-States,0
311,62,Private,159841,HS-grad,9,Widowed,Other-service,Not-in-family,White,0,0,0,24,United-States,0
312,39,Self-emp-not-inc,174308,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
313,43,Private,50356,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,1485,50,United-States,0
314,35,Private,186110,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,45,United-States,0
315,29,Private,200381,11th,7,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
316,76,Self-emp-not-inc,174309,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,10,United-States,0
317,63,Self-emp-not-inc,78383,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,45,United-States,0
318,23,?,211601,Assoc-voc,11,Never-married,?,Own-child,Black,0,0,0,15,United-States,0
319,43,Private,187728,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,0,0,1887,50,United-States,1
320,58,Self-emp-not-inc,321171,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
321,66,Private,127921,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,1,2050,0,55,United-States,0
322,41,Private,206565,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,1,0,0,45,United-States,0
323,26,Private,224563,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,1,0,0,40,United-States,0
324,47,Private,178686,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,1,0,0,40,United-States,0
325,55,Local-gov,98545,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
326,53,Private,242606,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States,0
327,17,Private,270942,5th-6th,3,Never-married,Other-service,Other-relative,White,1,0,0,48,Mexico,0
328,30,Private,94235,HS-grad,9,Never-married,Craft-repair,Other-relative,White,1,0,0,40,United-States,0
329,49,Private,71195,Masters,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,60,United-States,0
330,19,Private,104112,HS-grad,9,Never-married,Sales,Unmarried,Black,1,0,0,30,Haiti,0
331,45,Private,261192,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,1,0,0,40,United-States,0
332,26,Private,94936,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,1,0,0,40,United-States,0
333,38,Private,296478,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,1,7298,0,40,United-States,1
334,36,State-gov,119272,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,1,7298,0,40,United-States,1
335,33,Private,85043,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,1,0,0,20,United-States,0
336,22,State-gov,293364,Some-college,10,Never-married,Protective-serv,Own-child,Black,0,0,0,40,United-States,0
337,43,Self-emp-not-inc,241895,Bachelors,13,Never-married,Sales,Not-in-family,White,1,0,0,42,United-States,0
338,67,?,36135,11th,7,Married-civ-spouse,?,Husband,White,1,0,0,8,United-States,0
339,30,?,151989,Assoc-voc,11,Divorced,?,Unmarried,White,0,0,0,40,United-States,0
340,56,Private,101128,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,1,0,0,25,Iran,0
341,31,Private,156464,Bachelors,13,Never-married,Prof-specialty,Own-child,White,1,0,0,25,United-States,0
342,33,Private,117963,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
343,26,Private,192262,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States,0
344,33,Private,111363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
345,46,Local-gov,329752,11th,7,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,30,United-States,0
346,59,?,372020,Bachelors,13,Married-civ-spouse,?,Husband,White,1,0,0,40,United-States,1
347,38,Federal-gov,95432,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,1
348,65,Private,161400,11th,7,Widowed,Other-service,Unmarried,Other,1,0,0,40,United-States,0
349,40,Private,96129,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States,1
350,42,Private,111949,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,35,United-States,0
351,26,Self-emp-not-inc,117125,9th,5,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,Portugal,0
352,36,Private,348022,10th,6,Married-civ-spouse,Other-service,Wife,White,0,0,0,24,United-States,0
353,62,Private,270092,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,1
354,43,Private,180609,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,45,United-States,0
355,43,Private,174575,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,1,0,1564,45,United-States,1
356,22,Private,410439,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,1,0,0,55,United-States,0
357,28,Private,92262,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
358,56,Self-emp-not-inc,183081,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,45,United-States,0
359,22,Private,362589,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,0,0,0,15,United-States,0
360,57,Private,212448,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,0,0,0,45,United-States,1
361,39,Private,481060,HS-grad,9,Divorced,Sales,Unmarried,White,0,0,0,40,United-States,0
362,26,Federal-gov,185885,Some-college,10,Never-married,Adm-clerical,Unmarried,White,0,0,0,15,United-States,0
363,17,Private,89821,11th,7,Never-married,Other-service,Own-child,White,1,0,0,10,United-States,0
364,40,State-gov,184018,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,38,United-States,1
365,45,Private,256649,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0,0,40,United-States,0
366,44,Private,160323,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,1,0,0,40,United-States,0
367,20,Local-gov,350845,Some-college,10,Never-married,Adm-clerical,Own-child,White,0,0,0,10,United-States,0
368,33,Private,267404,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,0,0,0,40,United-States,0
369,23,Private,35633,Some-college,10,Never-married,Sales,Not-in-family,White,1,0,0,40,United-States,0
370,46,Self-emp-not-inc,80914,Masters,14,Divorced,Exec-managerial,Not-in-family,White,1,0,0,30,United-States,0
371,38,Private,172927,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,0
372,54,Private,174319,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,United-States,0
373,46,Private,214955,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,0,0,2339,45,United-States,0
374,25,Private,344991,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
375,46,Private,108699,Some-college,10,Divorced,Sales,Not-in-family,White,0,0,0,40,United-States,0
376,36,Local-gov,117312,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,0,0,0,40,United-States,0
377,23,Private,396099,HS-grad,9,Never-married,Other-service,Not-in-family,White,0,0,0,25,United-States,0
378,29,Private,134152,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
379,44,Private,162028,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,2415,6,United-States,1
380,19,Private,25429,Some-college,10,Never-married,Adm-clerical,Own-child,White,0,0,0,16,United-States,0
381,19,Private,232392,HS-grad,9,Never-married,Other-service,Other-relative,White,0,0,0,40,United-States,0
382,35,Private,220098,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,40,United-States,1
383,27,Private,301302,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,1,0,0,50,United-States,0
384,46,Self-emp-not-inc,277946,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
385,34,Private,196164,HS-grad,9,Never-married,Other-service,Not-in-family,White,0,0,0,35,United-States,0
386,44,Private,115562,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States,0
387,45,Private,96975,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,0,0,0,40,United-States,0
388,20,?,137300,HS-grad,9,Never-married,?,Other-relative,White,0,0,0,35,United-States,0
389,25,Private,86872,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States,1
390,52,Self-emp-inc,132178,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
391,20,Private,416103,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States,0
392,28,Private,108574,Some-college,10,Never-married,Other-service,Not-in-family,White,0,0,0,40,United-States,0
393,50,State-gov,288353,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,1
394,34,Private,227689,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,0,0,0,64,United-States,0
395,28,Private,166481,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,1,0,2179,40,Puerto-Rico,0
396,41,Private,445382,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1977,65,United-States,1
397,28,Private,110145,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
398,46,Self-emp-not-inc,317253,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,25,United-States,0
399,28,?,123147,Some-college,10,Married-civ-spouse,?,Wife,White,0,0,1887,40,United-States,1
400,32,Private,364657,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
401,41,Local-gov,42346,Some-college,10,Divorced,Other-service,Not-in-family,Black,0,0,0,24,United-States,0
402,24,Private,241951,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,0,0,0,40,United-States,0
403,33,Private,118500,Some-college,10,Divorced,Exec-managerial,Unmarried,White,0,0,0,40,United-States,0
404,46,Private,188386,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,1,15024,0,60,United-States,1
405,31,State-gov,1033222,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
406,35,Private,92440,12th,8,Divorced,Craft-repair,Not-in-family,White,1,0,0,50,United-States,1
407,52,Private,190762,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,Mexico,0
408,30,Private,426017,11th,7,Never-married,Other-service,Own-child,White,0,0,0,19,United-States,0
409,34,Local-gov,243867,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,1,0,0,40,United-States,0
410,34,State-gov,240283,HS-grad,9,Divorced,Transport-moving,Unmarried,White,0,0,0,40,United-States,0
411,20,Private,61777,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,30,United-States,0
412,17,Private,175024,11th,7,Never-married,Handlers-cleaners,Own-child,White,1,2176,0,18,United-States,0
413,32,State-gov,92003,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,United-States,1
414,29,Private,188401,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,1,0,0,40,United-States,0
415,33,Private,228528,10th,6,Never-married,Craft-repair,Unmarried,White,0,0,0,35,United-States,0
416,25,Private,133373,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,United-States,0
417,36,Federal-gov,255191,Masters,14,Never-married,Prof-specialty,Not-in-family,White,1,0,1408,40,United-States,0
418,23,Private,204653,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,72,Dominican-Republic,0
419,63,Self-emp-inc,222289,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
420,47,Local-gov,287480,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,0
421,80,?,107762,HS-grad,9,Widowed,?,Not-in-family,White,1,0,0,24,United-States,0
422,17,?,202521,11th,7,Never-married,?,Own-child,White,1,0,0,40,United-States,0
423,40,Self-emp-not-inc,204116,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,0,2174,0,40,United-States,0
424,30,Private,29662,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,0,0,0,25,United-States,1
425,27,Private,116358,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,1,0,1980,40,Philippines,0
426,33,Private,208405,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,1
427,34,Local-gov,284843,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,1,594,0,60,United-States,0
428,34,Local-gov,117018,Some-college,10,Never-married,Protective-serv,Not-in-family,White,0,0,0,40,United-States,0
